employee_id,date,check_in,check_out,status,overtime_minutes
EMP003,2026-01-15,07:57:00,17:04:00,present,0
EMP004,2026-01-15,07:59:00,20:29:00,present,206
EMP005,2026-01-15,09:08:00,,late,0
EMP006,2026-01-15,07:35:00,20:39:00,present,215
EMP007,2026-01-15,07:59:00,17:03:00,present,0
EMP008,2026-01-15,08:00:00,17:00:00,present,0
EMP009,2026-01-15,07:58:00,17:09:00,present,0
EMP010,2026-01-15,07:39:00,17:04:00,present,0
EMP011,2026-01-15,07:54:00,17:08:00,present,0
EMP012,2026-01-15,08:04:00,17:05:00,present,0
EMP013,2026-01-15,07:53:00,17:06:00,present,0
EMP014,2026-01-15,07:47:00,19:06:00,present,116
EMP015,2026-01-15,07:57:00,17:02:00,present,0
EMP016,2026-01-15,07:41:00,17:04:00,present,0
EMP017,2026-01-15,07:56:00,17:03:00,present,0
EMP018,2026-01-15,07:56:00,17:09:00,present,0
EMP019,2026-01-15,07:39:00,17:03:00,present,0
EMP020,2026-01-15,07:54:00,17:02:00,present,0
EMP021,2026-01-15,08:04:00,17:02:00,present,0
EMP022,2026-01-15,07:46:00,,present,0
EMP023,2026-01-15,08:36:00,17:01:00,late,0
EMP024,2026-01-15,08:05:00,17:00:00,present,0
EMP025,2026-01-15,07:55:00,17:08:00,present,0
EMP026,2026-01-15,07:50:00,17:05:00,present,0
EMP027,2026-01-15,07:54:00,17:00:00,present,0
EMP028,2026-01-15,08:08:00,17:10:00,present,0
EMP029,2026-01-15,07:57:00,17:06:00,present,0
EMP030,2026-01-15,07:48:00,17:09:00,present,0
EMP031,2026-01-15,07:59:00,17:04:00,present,0
EMP032,2026-01-15,07:38:00,17:10:00,present,0
EMP033,2026-01-15,08:03:00,17:08:00,present,0
EMP034,2026-01-15,07:35:00,17:10:00,present,0
EMP035,2026-01-15,07:43:00,17:08:00,present,0
EMP036,2026-01-15,07:41:00,17:09:00,present,0
EMP037,2026-01-15,07:47:00,17:06:00,present,0
EMP038,2026-01-15,09:17:00,17:00:00,late,0
EMP039,2026-01-15,08:06:00,17:01:00,present,0
EMP040,2026-01-15,07:51:00,17:07:00,present,0
EMP041,2026-01-15,07:41:00,17:00:00,present,0
EMP042,2026-01-15,08:02:00,17:01:00,present,0
EMP043,2026-01-15,,,absent,0
EMP044,2026-01-15,07:45:00,17:07:00,present,0
EMP045,2026-01-15,07:56:00,17:06:00,present,0
EMP046,2026-01-15,08:05:00,17:10:00,present,0
EMP047,2026-01-15,07:45:00,17:09:00,present,0
EMP048,2026-01-15,07:59:00,17:09:00,present,0
EMP049,2026-01-15,07:43:00,17:07:00,present,0
EMP050,2026-01-15,07:51:00,17:00:00,present,0
EMP001,2026-01-16,07:49:00,17:10:00,present,0
EMP002,2026-01-16,07:41:00,17:07:00,present,0
EMP003,2026-01-16,08:10:00,17:09:00,present,0
EMP004,2026-01-16,08:05:00,17:01:00,present,0
EMP005,2026-01-16,09:20:00,17:10:00,late,0
EMP006,2026-01-16,08:03:00,17:07:00,present,0
EMP007,2026-01-16,07:36:00,19:45:00,present,165
EMP007,2026-01-16,07:36:00,19:45:00,present,165
EMP008,2026-01-16,07:54:00,17:08:00,present,0
EMP009,2026-01-16,07:58:00,17:03:00,present,0
EMP010,2026-01-16,08:05:00,17:05:00,present,0
EMP011,2026-01-16,08:59:00,17:10:00,late,0
EMP012,2026-01-16,08:21:00,17:07:00,late,0
EMP013,2026-01-16,07:41:00,17:03:00,present,0
EMP014,2026-01-16,08:04:00,17:05:00,present,0
EMP015,2026-01-16,07:42:00,17:07:00,present,0
EMP016,2026-01-16,08:06:00,17:44:00,present,36
EMP017,2026-01-16,08:07:00,17:02:00,present,0
EMP018,2026-01-16,08:57:00,17:06:00,late,0
EMP019,2026-01-16,07:50:00,17:05:00,present,0
EMP020,2026-01-16,08:01:00,17:08:00,present,0
EMP021,2026-01-16,08:10:00,17:03:00,present,0
EMP022,2026-01-16,07:43:00,17:10:00,present,0
EMP023,2026-01-16,07:42:00,17:08:00,present,0
EMP024,2026-01-16,08:09:00,17:06:00,present,0
EMP025,2026-01-16,,,absent,0
EMP026,2026-01-16,07:38:00,17:02:00,present,0
EMP027,2026-01-16,07:38:00,17:04:00,present,0
EMP028,2026-01-16,08:03:00,17:10:00,present,0
EMP029,2026-01-16,08:10:00,20:14:00,present,190
EMP030,2026-01-16,08:01:00,17:10:00,present,0
EMP031,2026-01-16,,,absent,0
EMP032,2026-01-16,08:03:00,17:10:00,present,0
EMP033,2026-01-16,08:09:00,17:03:00,present,0
EMP034,2026-01-16,07:46:00,17:01:00,present,0
EMP035,2026-01-16,07:59:00,19:19:00,present,131
EMP036,2026-01-16,07:35:00,17:02:00,present,0
EMP037,2026-01-16,07:54:00,17:09:00,present,0
EMP038,2026-01-16,07:46:00,17:08:00,present,0
EMP039,2026-01-16,07:57:00,17:03:00,present,0
EMP040,2026-01-16,08:08:00,17:08:00,present,0
EMP041,2026-01-16,,,absent,0
EMP042,2026-01-16,08:03:00,17:10:00,present,0
EMP043,2026-01-16,07:55:00,17:01:00,present,0
EMP044,2026-01-16,08:08:00,17:05:00,present,0
EMP045,2026-01-16,08:40:00,17:01:00,late,0
EMP046,2026-01-16,07:35:00,17:03:00,present,0
EMP047,2026-01-16,07:41:00,17:06:00,present,0
EMP048,2026-01-16,07:44:00,18:12:00,present,72
EMP049,2026-01-16,08:10:00,18:03:00,present,59
EMP050,2026-01-16,07:55:00,18:57:00,present,116
EMP001,2026-01-19,07:37:00,17:01:00,present,0
EMP002,2026-01-19,07:54:00,17:07:00,present,0
EMP003,2026-01-19,08:44:00,17:06:00,late,0
EMP004,2026-01-19,07:44:00,20:50:00,present,225
EMP005,2026-01-19,08:21:00,18:52:00,late,106
EMP006,2026-01-19,07:57:00,20:53:00,present,225
EMP007,2026-01-19,07:51:00,18:56:00,present,106
EMP008,2026-01-19,08:10:00,17:08:00,present,0
EMP009,2026-01-19,07:47:00,17:07:00,present,0
EMP010,2026-01-19,07:50:00,17:09:00,present,0
EMP011,2026-01-19,08:55:00,17:02:00,late,0
EMP012,2026-01-19,08:16:00,17:03:00,late,0
EMP013,2026-01-19,07:58:00,17:05:00,present,0
EMP014,2026-01-19,07:54:00,17:10:00,present,0
EMP015,2026-01-19,07:43:00,17:03:00,present,0
EMP016,2026-01-19,07:39:00,17:08:00,present,0
EMP017,2026-01-19,07:48:00,17:08:00,present,0
EMP018,2026-01-19,07:44:00,17:03:00,present,0
EMP019,2026-01-19,07:43:00,17:08:00,present,0
EMP020,2026-01-19,,,absent,0
EMP021,2026-01-19,07:45:00,17:02:00,present,0
EMP022,2026-01-19,07:44:00,17:07:00,present,0
EMP023,2026-01-19,08:49:00,17:00:00,late,0
EMP024,2026-01-19,08:04:00,17:00:00,present,0
EMP025,2026-01-19,08:08:00,17:04:00,present,0
EMP026,2026-01-19,07:46:00,17:06:00,present,0
EMP027,2026-01-19,08:08:00,17:03:00,present,0
EMP028,2026-01-19,08:06:00,,present,0
EMP029,2026-01-19,07:49:00,20:48:00,present,224
EMP030,2026-01-19,07:42:00,17:06:00,present,0
EMP031,2026-01-19,07:48:00,17:10:00,present,0
EMP032,2026-01-19,07:45:00,17:08:00,present,0
EMP033,2026-01-19,07:51:00,17:08:00,present,0
EMP034,2026-01-19,07:36:00,17:10:00,present,0
EMP035,2026-01-19,08:05:00,17:06:00,present,0
EMP036,2026-01-19,07:46:00,17:08:00,present,0
EMP037,2026-01-19,08:04:00,17:01:00,present,0
EMP038,2026-01-19,09:20:00,17:02:00,late,0
EMP039,2026-01-19,07:37:00,17:08:00,present,0
EMP040,2026-01-19,07:43:00,17:08:00,present,0
EMP041,2026-01-19,08:02:00,17:05:00,present,0
EMP042,2026-01-19,08:05:00,17:06:00,present,0
EMP043,2026-01-19,07:41:00,17:04:00,present,0
EMP044,2026-01-19,07:53:00,17:08:00,present,0
EMP045,2026-01-19,08:08:00,17:00:00,present,0
EMP046,2026-01-19,07:41:00,17:10:00,present,0
EMP047,2026-01-19,07:52:00,17:06:00,present,0
EMP048,2026-01-19,08:05:00,17:08:00,present,0
EMP049,2026-01-19,07:57:00,17:06:00,present,0
EMP050,2026-01-19,07:49:00,17:02:00,present,0
EMP001,2026-01-20,08:10:00,17:10:00,present,0
EMP002,2026-01-20,07:35:00,17:07:00,present,0
EMP003,2026-01-20,08:26:00,17:06:00,late,0
EMP004,2026-01-20,07:53:00,17:02:00,present,0
EMP005,2026-01-20,08:08:00,17:00:00,present,0
EMP006,2026-01-20,07:45:00,,present,0
EMP007,2026-01-20,08:00:00,19:47:00,present,161
EMP008,2026-01-20,07:39:00,17:08:00,present,0
EMP009,2026-01-20,07:57:00,17:04:00,present,0
EMP010,2026-01-20,08:00:00,17:04:00,present,0
EMP011,2026-01-20,07:56:00,17:08:00,present,0
EMP012,2026-01-20,09:44:00,17:06:00,late,0
EMP013,2026-01-20,08:04:00,17:09:00,present,0
EMP014,2026-01-20,07:59:00,17:10:00,present,0
EMP015,2026-01-20,07:57:00,17:00:00,present,0
EMP016,2026-01-20,08:00:00,17:05:00,present,0
EMP017,2026-01-20,07:57:00,17:09:00,present,0
EMP018,2026-01-20,08:06:00,17:03:00,present,0
EMP019,2026-01-20,07:47:00,17:09:00,present,0
EMP020,2026-01-20,07:40:00,17:10:00,present,0
EMP021,2026-01-20,08:05:00,17:05:00,present,0
EMP022,2026-01-20,07:52:00,17:08:00,present,0
EMP023,2026-01-20,09:10:00,17:08:00,late,0
EMP024,2026-01-20,08:04:00,17:08:00,present,0
EMP025,2026-01-20,,,absent,0
EMP026,2026-01-20,07:41:00,17:09:00,present,0
EMP027,2026-01-20,07:52:00,17:09:00,present,0
EMP028,2026-01-20,08:01:00,17:05:00,present,0
EMP029,2026-01-20,07:43:00,17:01:00,present,0
EMP030,2026-01-20,07:59:00,17:02:00,present,0
EMP031,2026-01-20,09:22:00,17:05:00,late,0
EMP032,2026-01-20,07:38:00,17:02:00,present,0
EMP033,2026-01-20,07:41:00,17:05:00,present,0
EMP034,2026-01-20,07:51:00,17:06:00,present,0
EMP035,2026-01-20,07:47:00,17:08:00,present,0
EMP036,2026-01-20,08:07:00,17:07:00,present,0
EMP037,2026-01-20,07:44:00,17:10:00,present,0
EMP038,2026-01-20,07:39:00,18:16:00,present,73
EMP039,2026-01-20,08:00:00,17:07:00,present,0
EMP040,2026-01-20,08:08:00,17:06:00,present,0
EMP041,2026-01-20,07:50:00,17:01:00,present,0
EMP042,2026-01-20,08:05:00,17:00:00,present,0
EMP043,2026-01-20,07:41:00,17:02:00,present,0
EMP044,2026-01-20,07:49:00,17:04:00,present,0
EMP045,2026-01-20,08:20:00,17:05:00,late,0
EMP046,2026-01-20,08:10:00,17:08:00,present,0
EMP047,2026-01-20,08:02:00,17:10:00,present,0
EMP048,2026-01-20,07:49:00,17:07:00,present,0
EMP049,2026-01-20,07:35:00,17:52:00,present,47
EMP050,2026-01-20,08:06:00,17:07:00,present,0
EMP001,2026-01-21,07:49:00,17:08:00,present,0
EMP002,2026-01-21,08:00:00,20:51:00,present,225
EMP003,2026-01-21,08:08:00,17:09:00,present,0
EMP004,2026-01-21,08:09:00,17:01:00,present,0
EMP005,2026-01-21,07:52:00,17:07:00,present,0
EMP006,2026-01-21,08:09:00,18:30:00,present,86
EMP007,2026-01-21,07:49:00,18:10:00,present,63
EMP008,2026-01-21,08:06:00,17:07:00,present,0
EMP009,2026-01-21,07:44:00,18:21:00,present,80
EMP010,2026-01-21,07:51:00,17:00:00,present,0
EMP011,2026-01-21,08:03:00,17:00:00,present,0
EMP012,2026-01-21,08:42:00,17:10:00,late,0
EMP013,2026-01-21,07:37:00,17:08:00,present,0
EMP014,2026-01-21,07:47:00,18:23:00,present,73
EMP015,2026-01-21,07:55:00,18:14:00,present,65
EMP016,2026-01-21,,,absent,0
EMP017,2026-01-21,08:05:00,17:02:00,present,0
EMP018,2026-01-21,08:59:00,17:10:00,late,0
EMP019,2026-01-21,08:09:00,17:02:00,present,0
EMP020,2026-01-21,07:57:00,17:07:00,present,0
EMP021,2026-01-21,07:51:00,17:07:00,present,0
EMP022,2026-01-21,08:06:00,17:02:00,present,0
EMP023,2026-01-21,08:10:00,17:08:00,present,0
EMP024,2026-01-21,07:35:00,17:08:00,present,0
EMP025,2026-01-21,,,absent,0
EMP026,2026-01-21,07:50:00,17:01:00,present,0
EMP027,2026-01-21,08:08:00,17:08:00,present,0
EMP028,2026-01-21,07:55:00,17:08:00,present,0
EMP029,2026-01-21,07:46:00,17:07:00,present,0
EMP030,2026-01-21,07:59:00,17:08:00,present,0
EMP031,2026-01-21,08:25:00,18:06:00,late,56
EMP032,2026-01-21,07:38:00,17:06:00,present,0
EMP033,2026-01-21,07:52:00,17:01:00,present,0
EMP034,2026-01-21,08:08:00,18:07:00,present,59
EMP035,2026-01-21,07:46:00,17:01:00,present,0
EMP036,2026-01-21,08:02:00,17:02:00,present,0
EMP037,2026-01-21,07:45:00,17:09:00,present,0
EMP038,2026-01-21,07:55:00,17:06:00,present,0
EMP039,2026-01-21,07:50:00,17:03:00,present,0
EMP040,2026-01-21,07:58:00,17:07:00,present,0
EMP040,2026-01-21,07:58:00,17:07:00,present,0
EMP041,2026-01-21,07:53:00,17:08:00,present,0
EMP042,2026-01-21,,,absent,0
EMP043,2026-01-21,07:48:00,17:00:00,present,0
EMP044,2026-01-21,08:10:00,17:09:00,present,0
EMP045,2026-01-21,07:43:00,17:09:00,present,0
EMP046,2026-01-21,07:48:00,17:05:00,present,0
EMP047,2026-01-21,07:41:00,17:04:00,present,0
EMP048,2026-01-21,07:38:00,17:05:00,present,0
EMP049,2026-01-21,07:42:00,17:03:00,present,0
EMP050,2026-01-21,07:59:00,18:37:00,present,97
EMP001,2026-01-22,07:49:00,17:10:00,present,0
EMP002,2026-01-22,08:07:00,19:54:00,present,170
EMP003,2026-01-22,07:38:00,17:04:00,present,0
EMP004,2026-01-22,07:43:00,17:03:00,present,0
EMP005,2026-01-22,08:08:00,17:01:00,present,0
EMP006,2026-01-22,07:40:00,19:51:00,present,165
EMP007,2026-01-22,07:36:00,17:05:00,present,0
EMP008,2026-01-22,07:44:00,17:03:00,present,0
EMP009,2026-01-22,07:40:00,17:00:00,present,0
EMP010,2026-01-22,07:53:00,18:59:00,present,118
EMP011,2026-01-22,07:48:00,17:08:00,present,0
EMP012,2026-01-22,08:07:00,17:00:00,present,0
EMP013,2026-01-22,07:51:00,17:04:00,present,0
EMP014,2026-01-22,08:04:00,18:29:00,present,79
EMP015,2026-01-22,07:41:00,18:59:00,present,113
EMP016,2026-01-22,07:41:00,17:07:00,present,0
EMP017,2026-01-22,08:07:00,17:08:00,present,0
EMP018,2026-01-22,07:56:00,17:02:00,present,0
EMP019,2026-01-22,07:54:00,17:08:00,present,0
EMP020,2026-01-22,07:59:00,17:00:00,present,0
EMP021,2026-01-22,09:06:00,17:01:00,late,0
EMP022,2026-01-22,07:49:00,17:09:00,present,0
EMP023,2026-01-22,09:25:00,17:10:00,late,0
EMP024,2026-01-22,07:54:00,17:08:00,present,0
EMP025,2026-01-22,07:44:00,17:09:00,present,0
EMP026,2026-01-22,07:42:00,17:02:00,present,0
EMP027,2026-01-22,08:01:00,17:04:00,present,0
EMP028,2026-01-22,07:52:00,17:03:00,present,0
EMP029,2026-01-22,07:52:00,17:09:00,present,0
EMP030,2026-01-22,08:05:00,17:09:00,present,0
EMP031,2026-01-22,08:05:00,17:03:00,present,0
EMP032,2026-01-22,07:52:00,17:03:00,present,0
EMP033,2026-01-22,07:39:00,17:07:00,present,0
EMP034,2026-01-22,08:04:00,17:06:00,present,0
EMP035,2026-01-22,07:59:00,17:09:00,present,0
EMP036,2026-01-22,07:37:00,17:07:00,present,0
EMP037,2026-01-22,07:50:00,17:06:00,present,0
EMP038,2026-01-22,07:38:00,17:07:00,present,0
EMP039,2026-01-22,08:04:00,17:04:00,present,0
EMP040,2026-01-22,07:44:00,17:10:00,present,0
EMP041,2026-01-22,08:09:00,17:06:00,present,0
EMP042,2026-01-22,07:47:00,17:01:00,present,0
EMP043,2026-01-22,07:45:00,17:01:00,present,0
EMP044,2026-01-22,07:40:00,17:06:00,present,0
EMP045,2026-01-22,09:26:00,17:02:00,late,0
EMP046,2026-01-22,08:34:00,17:00:00,late,0
EMP047,2026-01-22,07:46:00,17:02:00,present,0
EMP047,2026-01-22,07:46:00,17:02:00,present,0
EMP048,2026-01-22,07:35:00,17:07:00,present,0
EMP049,2026-01-22,07:50:00,17:10:00,present,0
EMP050,2026-01-22,07:35:00,17:08:00,present,0
EMP001,2026-01-23,07:48:00,17:48:00,present,48
EMP002,2026-01-23,07:54:00,18:22:00,present,82
EMP003,2026-01-23,09:29:00,17:02:00,late,0
EMP004,2026-01-23,07:37:00,19:21:00,present,136
EMP005,2026-01-23,08:10:00,18:32:00,present,90
EMP006,2026-01-23,08:01:00,17:09:00,present,0
EMP007,2026-01-23,08:08:00,17:09:00,present,0
EMP008,2026-01-23,07:55:00,17:09:00,present,0
EMP009,2026-01-23,08:06:00,17:10:00,present,0
EMP010,2026-01-23,07:49:00,,present,0
EMP011,2026-01-23,08:42:00,17:06:00,late,0
EMP012,2026-01-23,08:17:00,17:04:00,late,0
EMP013,2026-01-23,08:10:00,17:00:00,present,0
EMP014,2026-01-23,07:36:00,17:05:00,present,0
EMP015,2026-01-23,07:37:00,17:07:00,present,0
EMP016,2026-01-23,07:56:00,17:06:00,present,0
EMP017,2026-01-23,07:55:00,17:00:00,present,0
EMP018,2026-01-23,07:57:00,17:53:00,present,49
EMP019,2026-01-23,08:09:00,17:09:00,present,0
EMP020,2026-01-23,07:54:00,17:05:00,present,0
EMP021,2026-01-23,07:58:00,17:04:00,present,0
EMP022,2026-01-23,07:37:00,17:01:00,present,0
EMP023,2026-01-23,07:47:00,17:07:00,present,0
EMP024,2026-01-23,08:28:00,17:08:00,late,0
EMP025,2026-01-23,08:04:00,17:08:00,present,0
EMP026,2026-01-23,07:40:00,17:00:00,present,0
EMP027,2026-01-23,07:36:00,17:04:00,present,0
EMP028,2026-01-23,07:53:00,17:05:00,present,0
EMP029,2026-01-23,07:45:00,18:12:00,present,63
EMP030,2026-01-23,08:10:00,17:02:00,present,0
EMP031,2026-01-23,08:55:00,17:05:00,late,0
EMP032,2026-01-23,,,absent,0
EMP033,2026-01-23,07:38:00,17:00:00,present,0
EMP034,2026-01-23,08:03:00,17:04:00,present,0
EMP035,2026-01-23,08:09:00,20:08:00,present,179
EMP036,2026-01-23,08:04:00,18:19:00,present,69
EMP037,2026-01-23,07:49:00,17:09:00,present,0
EMP038,2026-01-23,07:56:00,17:05:00,present,0
EMP039,2026-01-23,07:57:00,17:02:00,present,0
EMP040,2026-01-23,08:07:00,17:01:00,present,0
EMP041,2026-01-23,08:09:00,17:09:00,present,0
EMP042,2026-01-23,08:05:00,17:05:00,present,0
EMP043,2026-01-23,08:02:00,17:05:00,present,0
EMP044,2026-01-23,07:39:00,17:09:00,present,0
EMP045,2026-01-23,08:28:00,17:02:00,late,0
EMP046,2026-01-23,07:59:00,17:10:00,present,0
EMP047,2026-01-23,07:35:00,17:10:00,present,0
EMP048,2026-01-23,08:03:00,17:10:00,present,0
EMP049,2026-01-23,07:54:00,17:06:00,present,0
EMP050,2026-01-23,07:35:00,17:08:00,present,0
EMP001,2026-01-26,07:58:00,,present,0
EMP002,2026-01-26,07:42:00,17:03:00,present,0
EMP003,2026-01-26,08:00:00,17:08:00,present,0
EMP004,2026-01-26,08:10:00,19:38:00,present,152
EMP005,2026-01-26,08:25:00,17:02:00,late,0
EMP006,2026-01-26,07:43:00,20:50:00,present,224
EMP007,2026-01-26,08:02:00,17:06:00,present,0
EMP008,2026-01-26,07:46:00,17:00:00,present,0
EMP009,2026-01-26,08:07:00,17:08:00,present,0
EMP010,2026-01-26,08:05:00,17:01:00,present,0
EMP011,2026-01-26,08:08:00,17:04:00,present,0
EMP012,2026-01-26,09:16:00,17:10:00,late,0
EMP013,2026-01-26,07:54:00,17:05:00,present,0
EMP014,2026-01-26,08:05:00,17:05:00,present,0
EMP015,2026-01-26,07:37:00,17:09:00,present,0
EMP016,2026-01-26,07:38:00,17:09:00,present,0
EMP017,2026-01-26,07:36:00,17:01:00,present,0
EMP018,2026-01-26,08:51:00,17:04:00,late,0
EMP019,2026-01-26,07:44:00,17:05:00,present,0
EMP020,2026-01-26,08:06:00,17:08:00,present,0
EMP021,2026-01-26,08:35:00,17:06:00,late,0
EMP022,2026-01-26,07:45:00,17:05:00,present,0
EMP023,2026-01-26,09:15:00,17:04:00,late,0
EMP024,2026-01-26,09:05:00,17:02:00,late,0
EMP025,2026-01-26,08:03:00,17:05:00,present,0
EMP026,2026-01-26,08:09:00,17:06:00,present,0
EMP027,2026-01-26,07:52:00,17:01:00,present,0
EMP028,2026-01-26,07:50:00,17:09:00,present,0
EMP029,2026-01-26,07:46:00,,present,0
EMP030,2026-01-26,08:08:00,17:07:00,present,0
EMP031,2026-01-26,08:27:00,18:56:00,late,106
EMP032,2026-01-26,07:42:00,17:01:00,present,0
EMP033,2026-01-26,07:46:00,17:02:00,present,0
EMP034,2026-01-26,08:04:00,17:04:00,present,0
EMP035,2026-01-26,07:55:00,18:22:00,present,78
EMP036,2026-01-26,07:38:00,17:04:00,present,0
EMP037,2026-01-26,07:47:00,17:02:00,present,0
EMP038,2026-01-26,07:41:00,17:04:00,present,0
EMP039,2026-01-26,07:51:00,17:00:00,present,0
EMP040,2026-01-26,07:37:00,17:04:00,present,0
EMP041,2026-01-26,07:35:00,17:07:00,present,0
EMP042,2026-01-26,07:39:00,17:00:00,present,0
EMP043,2026-01-26,07:42:00,17:05:00,present,0
EMP044,2026-01-26,07:40:00,17:05:00,present,0
EMP045,2026-01-26,07:46:00,17:06:00,present,0
EMP046,2026-01-26,09:01:00,17:10:00,late,0
EMP047,2026-01-26,08:46:00,17:01:00,late,0
EMP048,2026-01-26,08:03:00,17:00:00,present,0
EMP049,2026-01-26,07:37:00,17:03:00,present,0
EMP050,2026-01-26,08:09:00,17:09:00,present,0
EMP001,2026-01-27,08:06:00,17:07:00,present,0
EMP002,2026-01-27,07:43:00,20:41:00,present,221
EMP003,2026-01-27,07:39:00,17:01:00,present,0
EMP004,2026-01-27,07:39:00,17:10:00,present,0
EMP005,2026-01-27,07:55:00,17:03:00,present,0
EMP006,2026-01-27,07:42:00,19:48:00,present,166
EMP007,2026-01-27,07:37:00,20:50:00,present,221
EMP008,2026-01-27,07:40:00,17:53:00,present,52
EMP009,2026-01-27,08:05:00,17:03:00,present,0
EMP010,2026-01-27,07:50:00,17:09:00,present,0
EMP011,2026-01-27,07:40:00,17:04:00,present,0
EMP011,2026-01-27,07:40:00,17:04:00,present,0
EMP012,2026-01-27,09:23:00,17:09:00,late,0
EMP013,2026-01-27,07:49:00,17:10:00,present,0
EMP014,2026-01-27,07:44:00,17:07:00,present,0
EMP015,2026-01-27,07:38:00,17:04:00,present,0
EMP016,2026-01-27,08:04:00,17:44:00,present,36
EMP017,2026-01-27,07:42:00,18:07:00,present,60
EMP018,2026-01-27,07:55:00,17:01:00,present,0
EMP019,2026-01-27,07:47:00,17:03:00,present,0
EMP020,2026-01-27,08:02:00,17:09:00,present,0
EMP021,2026-01-27,07:57:00,17:03:00,present,0
EMP022,2026-01-27,07:52:00,17:07:00,present,0
EMP023,2026-01-27,07:45:00,17:10:00,present,0
EMP024,2026-01-27,07:49:00,18:43:00,present,96
EMP025,2026-01-27,08:04:00,17:06:00,present,0
EMP026,2026-01-27,07:49:00,17:09:00,present,0
EMP027,2026-01-27,08:01:00,17:00:00,present,0
EMP028,2026-01-27,08:02:00,17:07:00,present,0
EMP029,2026-01-27,08:06:00,20:22:00,present,202
EMP030,2026-01-27,07:57:00,17:10:00,present,0
EMP031,2026-01-27,09:14:00,17:09:00,late,0
EMP032,2026-01-27,08:00:00,17:05:00,present,0
EMP033,2026-01-27,,,absent,0
EMP034,2026-01-27,07:59:00,17:05:00,present,0
EMP035,2026-01-27,08:09:00,17:10:00,present,0
EMP036,2026-01-27,07:38:00,17:10:00,present,0
EMP037,2026-01-27,08:04:00,17:05:00,present,0
EMP038,2026-01-27,07:48:00,17:05:00,present,0
EMP039,2026-01-27,07:48:00,17:03:00,present,0
EMP040,2026-01-27,08:02:00,17:01:00,present,0
EMP041,2026-01-27,07:42:00,17:08:00,present,0
EMP042,2026-01-27,07:58:00,17:01:00,present,0
EMP043,2026-01-27,08:00:00,17:04:00,present,0
EMP044,2026-01-27,07:42:00,17:07:00,present,0
EMP045,2026-01-27,09:09:00,17:08:00,late,0
EMP046,2026-01-27,07:36:00,17:01:00,present,0
EMP047,2026-01-27,07:56:00,17:05:00,present,0
EMP048,2026-01-27,08:08:00,17:07:00,present,0
EMP049,2026-01-27,07:54:00,17:04:00,present,0
EMP050,2026-01-27,07:38:00,17:04:00,present,0
EMP001,2026-01-28,08:09:00,17:02:00,present,0
EMP002,2026-01-28,07:44:00,18:29:00,present,89
EMP003,2026-01-28,07:48:00,17:00:00,present,0
EMP004,2026-01-28,08:03:00,17:04:00,present,0
EMP005,2026-01-28,08:04:00,,present,0
EMP006,2026-01-28,07:56:00,17:04:00,present,0
EMP007,2026-01-28,07:44:00,17:07:00,present,0
EMP008,2026-01-28,07:37:00,17:08:00,present,0
EMP009,2026-01-28,07:49:00,17:01:00,present,0
EMP010,2026-01-28,08:08:00,17:04:00,present,0
EMP011,2026-01-28,07:40:00,17:06:00,present,0
EMP012,2026-01-28,08:06:00,17:02:00,present,0
EMP013,2026-01-28,07:35:00,17:05:00,present,0
EMP014,2026-01-28,07:48:00,17:06:00,present,0
EMP015,2026-01-28,08:02:00,17:06:00,present,0
EMP016,2026-01-28,07:48:00,17:08:00,present,0
EMP017,2026-01-28,07:59:00,18:32:00,present,82
EMP018,2026-01-28,07:43:00,17:06:00,present,0
EMP019,2026-01-28,07:54:00,17:04:00,present,0
EMP020,2026-01-28,07:35:00,17:04:00,present,0
EMP021,2026-01-28,07:53:00,17:07:00,present,0
EMP022,2026-01-28,,,absent,0
EMP023,2026-01-28,07:39:00,17:05:00,present,0
EMP024,2026-01-28,08:05:00,17:01:00,present,0
EMP025,2026-01-28,,,absent,0
EMP026,2026-01-28,07:38:00,17:07:00,present,0
EMP027,2026-01-28,07:52:00,17:10:00,present,0
EMP028,2026-01-28,08:08:00,17:01:00,present,0
EMP029,2026-01-28,07:41:00,17:05:00,present,0
EMP030,2026-01-28,07:54:00,17:05:00,present,0
EMP031,2026-01-28,09:22:00,17:07:00,late,0
EMP032,2026-01-28,07:48:00,17:03:00,present,0
EMP033,2026-01-28,08:08:00,17:08:00,present,0
EMP034,2026-01-28,07:39:00,17:02:00,present,0
EMP035,2026-01-28,07:58:00,20:02:00,present,173
EMP036,2026-01-28,07:54:00,17:48:00,present,45
EMP037,2026-01-28,07:54:00,17:02:00,present,0
EMP038,2026-01-28,08:18:00,17:06:00,late,0
EMP039,2026-01-28,08:07:00,17:07:00,present,0
EMP040,2026-01-28,07:35:00,17:01:00,present,0
EMP041,2026-01-28,07:46:00,17:00:00,present,0
EMP042,2026-01-28,07:57:00,17:08:00,present,0
EMP043,2026-01-28,07:39:00,18:44:00,present,104
EMP044,2026-01-28,07:45:00,,present,0
EMP045,2026-01-28,08:05:00,17:09:00,present,0
EMP046,2026-01-28,07:59:00,17:08:00,present,0
EMP047,2026-01-28,08:30:00,17:07:00,late,0
EMP048,2026-01-28,07:37:00,18:34:00,present,93
EMP049,2026-01-28,08:03:00,17:06:00,present,0
EMP050,2026-01-28,07:39:00,17:07:00,present,0
EMP001,2026-01-29,,,absent,0
EMP002,2026-01-29,07:41:00,20:23:00,present,193
EMP003,2026-01-29,07:41:00,17:02:00,present,0
